Transaction_ID,Company_ID,Product_ID,Quantity,Transaction_Date,Product_Price,Total_Cost
39.0,20.0,1.0,12.0,2024/05/22,148830.09486159886,1820000.0
40.0,50.0,11.0,19.0,23-08-2023,160414.89053533183,3136000.0
41.0,60.0,11.0,15.0,18-09-2023,151951.20178657523,2352000.0
43.0,91.0,6.0,13.0,2022/10/31,187921.9707563237,2150400.0
44.0,87.0,13.0,11.0,08/05/2021,130556.4424322993,1960000.0
45.0,36.0,9.0,10.0,2024/08/26,116233.10484205802,1008000.0
46.0,78.0,6.0,3.0,"May 09, 2024",177269.01074136738,1344000.0
47.0,50.0,18.0,11.0,2024/03/14,141498.8995613937,1478400.0
48.0,92.0,19.0,9.0,25-04-2023,104674.10023760686,761600.0
49.0,60.0,9.0,6.0,29-03-2021,113616.11203696496,1344000.0
51.0,27.0,2.0,19.0,08/04/2024,169702.40591547184,3024000.0
52.0,39.0,10.0,7.0,21-12-2020,95132.47508721208,537600.0
54.0,19.0,10.0,10.0,2023/08/24,130556.4424322993,896000.0
55.0,100.0,19.0,19.0,"March 18, 2021",87600.3198505344,1713600.0
57.0,76.0,1.0,3.0,"June 11, 2022",141752.79292926408,1344000.0
58.0,28.0,2.0,16.0,2024/09/09,184595.10426175897,2688000.0
59.0,54.0,1.0,10.0,07/19/2021,140359.08343324802,1344000.0
61.0,71.0,7.0,15.0,11/10/2021,161848.4118444253,2116800.0
62.0,30.0,2.0,7.0,2024/01/01,154604.60558444785,1008000.0
63.0,95.0,17.0,16.0,08-03-2021,160744.7424348349,2520000.0
65.0,5.0,2.0,3.0,2022/12/21,170103.4952340756,504000.0
67.0,73.0,11.0,10.0,"June 01, 2021",166372.26047601845,784000.0
69.0,63.0,6.0,18.0,"April 19, 2023",191865.8777266378,3225600.0
70.0,71.0,16.0,18.0,"April 21, 2023",105544.33952615608,2021600.0
71.0,48.0,13.0,18.0,11/16/2020,130556.4424322993,3332000.0
72.0,48.0,15.0,16.0,14-03-2022,103000.74352604902,1612800.0
73.0,70.0,15.0,0.0,16-06-2024,103908.50984399272,100800.0
74.0,44.0,17.0,5.0,05/09/2022,156408.64993528827,840000.0
75.0,51.0,3.0,4.0,02/12/2024,102820.9381495435,504000.0
76.0,12.0,2.0,5.0,03-02-2023,175224.47114178885,1008000.0
77.0,17.0,4.0,9.0,2022/02/26,134913.4726420455,1232000.0
78.0,85.0,14.0,10.0,2021/11/13,131147.88913465323,515200.0
79.0,66.0,4.0,10.0,2023/09/14,112998.05991834083,1344000.0
80.0,91.0,18.0,17.0,2021/09/10,147779.8506633818,2284800.0
81.0,61.0,15.0,10.0,05/26/2024,105434.57547931973,907200.0
82.0,73.0,9.0,10.0,"October 03, 2021",118755.57154855313,1792000.0
87.0,55.0,15.0,14.0,"July 18, 2022",107263.84366479564,1411200.0
88.0,49.0,4.0,5.0,2022/11/07,130556.4424322993,492800.0
89.0,90.0,9.0,3.0,"January 02, 2023",130556.4424322993,448000.0
90.0,14.0,12.0,5.0,"April 26, 2021",83863.736756466,504000.0
93.0,41.0,16.0,4.0,04-04-2023,108901.64286708212,319200.0
94.0,31.0,6.0,7.0,23-03-2023,190251.0482126893,1075200.0
95.0,74.0,14.0,7.0,"July 13, 2021",128187.7318904306,901600.0
97.0,57.0,13.0,20.0,11/26/2023,206794.28050408937,3724000.0
98.0,89.0,8.0,18.0,"April 09, 2021",163528.32074206884,2570400.0
99.0,97.0,17.0,16.0,"October 13, 2022",152117.76541522297,2520000.0
102.0,17.0,15.0,16.0,"June 09, 2021",104998.95366752034,1713600.0
104.0,7.0,19.0,9.0,09/22/2022,96246.31394821306,952000.0
105.0,33.0,2.0,3.0,"July 18, 2022",162269.3023970475,504000.0
106.0,86.0,11.0,10.0,08/28/2022,163097.19389081703,2822400.0
107.0,72.0,1.0,6.0,"July 01, 2022",152513.17409046597,980000.0
108.0,77.0,8.0,3.0,2022/11/06,137641.7614919734,604800.0
110.0,59.0,3.0,1.0,"September 25, 2024",99870.2218200304,100800.0
111.0,66.0,8.0,10.0,08/19/2022,151641.79332884483,1512000.0
112.0,38.0,9.0,18.0,08/11/2021,101680.82652561652,2016000.0
113.0,7.0,13.0,18.0,01/27/2021,191376.31687971856,3528000.0
114.0,51.0,10.0,10.0,01/21/2024,84500.05283143194,985600.0
115.0,35.0,20.0,12.0,05/04/2022,218875.35187667463,2464000.0
116.0,13.0,12.0,17.0,01/12/2021,82159.19111725902,1428000.0
117.0,61.0,7.0,9.0,2020/12/01,151139.15595824635,1512000.0
118.0,54.0,17.0,2.0,03-02-2023,176448.56319073474,336000.0
119.0,36.0,20.0,18.0,05/02/2022,130556.4424322993,3808000.0
120.0,38.0,9.0,6.0,2024/02/06,115681.41372102968,560000.0
121.0,70.0,16.0,16.0,11/15/2022,108641.61702588436,1808800.0
122.0,91.0,17.0,15.0,"March 08, 2024",162506.38511779875,2352000.0
123.0,79.0,6.0,18.0,11/16/2020,183310.2074673072,3404800.0
124.0,19.0,15.0,14.0,04/30/2024,92213.84453308376,1411200.0
125.0,29.0,17.0,12.0,2020/11/01,170160.19274658096,1848000.0
127.0,64.0,5.0,4.0,"November 18, 2022",75943.08246453946,252000.0
128.0,32.0,7.0,19.0,12/06/2023,144758.7228621528,2721600.0
129.0,90.0,12.0,2.0,"January 04, 2021",85230.17025938461,168000.0
133.0,98.0,3.0,9.0,03/24/2024,97574.64229438636,806400.0
134.0,51.0,15.0,3.0,2023/05/02,107741.13064878792,201600.0
135.0,70.0,1.0,7.0,17-07-2021,145919.92900093284,980000.0
137.0,48.0,16.0,18.0,"July 24, 2023",112346.74143720766,1344000.0
138.0,29.0,6.0,6.0,"August 23, 2022",189940.47942726687,896000.0
141.0,76.0,2.0,10.0,13-03-2024,177689.48274149,1512000.0
142.0,49.0,13.0,17.0,05/24/2024,180318.09155612305,3528000.0
143.0,63.0,9.0,1.0,"June 20, 2024",104333.86047275942,224000.0
145.0,78.0,14.0,18.0,11-11-2020,136794.2284869184,2447200.0
146.0,82.0,11.0,0.0,05-10-2024,144109.21009185282,156800.0
148.0,84.0,4.0,18.0,03-10-2023,126765.33884106192,2217600.0
149.0,62.0,12.0,18.0,2021/10/30,85902.82884460222,1344000.0
151.0,71.0,17.0,9.0,10/09/2021,170989.53366674672,1344000.0
152.0,14.0,13.0,9.0,2024/01/11,208430.22700451245,1764000.0
153.0,53.0,14.0,5.0,2024/08/01,118864.33997906873,772800.0
154.0,90.0,20.0,9.0,03/23/2024,207435.3057854793,2240000.0
155.0,85.0,15.0,10.0,"May 05, 2021",95524.8564335152,1209600.0
157.0,7.0,15.0,5.0,13-02-2023,103765.03389864958,1344000.0
158.0,86.0,19.0,10.0,"July 18, 2024",100538.626152184,761600.0
159.0,95.0,3.0,6.0,06/18/2023,110717.10272248022,504000.0
160.0,55.0,11.0,4.0,2023/10/19,162599.63724409652,470400.0
161.0,57.0,8.0,13.0,19-08-2023,136687.37000836225,1344000.0
163.0,46.0,15.0,13.0,"November 03, 2021",97515.9209799891,1209600.0
164.0,57.0,16.0,5.0,2023/06/25,96094.057362997,532000.0
165.0,83.0,9.0,4.0,18-09-2021,115048.5553265814,336000.0
167.0,80.0,9.0,15.0,2024/01/10,106817.0972003646,1568000.0
168.0,37.0,14.0,5.0,02-05-2021,141345.31361595303,515200.0
169.0,27.0,16.0,4.0,27-02-2021,102696.51806455832,319200.0
170.0,75.0,2.0,8.0,10-03-2024,183736.9738765265,1344000.0
172.0,68.0,2.0,3.0,06/10/2023,157598.6137305079,504000.0
173.0,39.0,4.0,10.0,"June 29, 2024",119667.61697314044,1355200.0
175.0,16.0,17.0,3.0,09/15/2023,172265.80331910335,672000.0
178.0,37.0,4.0,14.0,"July 11, 2023",133726.74223977342,1724800.0
179.0,20.0,16.0,15.0,"November 14, 2020",111981.21257084004,1596000.0
182.0,37.0,16.0,13.0,08/28/2021,108594.79335453386,1344000.0
183.0,26.0,11.0,3.0,2022/10/10,154776.31624967942,627200.0
185.0,60.0,3.0,15.0,"July 25, 2021",106410.57177554056,1512000.0
186.0,91.0,2.0,10.0,02/16/2021,169460.61277494184,840000.0
187.0,67.0,17.0,14.0,"August 03, 2023",162040.2319544383,2184000.0
188.0,65.0,6.0,9.0,"June 20, 2021",192154.5780936657,1792000.0
189.0,52.0,2.0,17.0,"July 19, 2023",173987.90629250422,3024000.0
191.0,92.0,14.0,10.0,04-10-2022,134999.09801710743,1932000.0
192.0,57.0,11.0,9.0,04/07/2023,170576.61584922334,1254400.0
193.0,91.0,3.0,21.0,05/11/2023,130556.4424322993,2016000.0
194.0,80.0,2.0,10.0,06/13/2022,176375.1494932288,336000.0
196.0,89.0,15.0,15.0,"August 31, 2023",91112.58144514287,1612800.0
198.0,19.0,11.0,9.0,09/30/2023,148443.11349861402,1254400.0
200.0,82.0,10.0,6.0,05/14/2022,94861.93349104078,537600.0
201.0,67.0,14.0,4.0,2022/10/18,130556.4424322993,644000.0
202.0,24.0,16.0,8.0,01/17/2022,112236.09748242,957600.0
204.0,70.0,8.0,16.0,12/22/2021,130556.4424322993,2268000.0
205.0,12.0,20.0,8.0,11/27/2022,223852.34446033032,1792000.0
206.0,35.0,18.0,12.0,"August 11, 2021",126095.39675629624,1612800.0
208.0,46.0,20.0,16.0,12-10-2023,209254.8011339003,3360000.0
209.0,45.0,6.0,10.0,06/14/2023,181652.8524649946,2867200.0
210.0,79.0,16.0,12.0,13-12-2020,102078.65364100951,1383200.0
211.0,46.0,10.0,2.0,"May 08, 2022",84047.05940822819,268800.0
212.0,87.0,13.0,16.0,2021/01/23,211328.0593463328,3332000.0
213.0,63.0,9.0,16.0,"December 08, 2021",112190.77487331998,1904000.0
214.0,34.0,6.0,7.0,07/14/2024,183081.4094220341,1254400.0
217.0,37.0,20.0,2.0,11/09/2022,213890.41794489505,224000.0
218.0,9.0,13.0,11.0,14-08-2021,211216.06064181097,2156000.0
220.0,74.0,18.0,11.0,02-10-2021,137928.05372042107,1612800.0
221.0,33.0,8.0,15.0,07-02-2022,137983.87482261873,2268000.0
222.0,6.0,3.0,9.0,2021/10/21,95264.50205000142,907200.0
223.0,41.0,8.0,12.0,2021/07/14,138968.3857767312,1663200.0
224.0,32.0,3.0,17.0,2021/03/04,93527.21565264826,1612800.0
225.0,35.0,5.0,19.0,"December 12, 2021",77277.21434266861,1344000.0
226.0,18.0,16.0,14.0,2023/08/31,113497.5603310924,1596000.0
227.0,19.0,14.0,2.0,2024/02/17,130556.4424322993,128800.0
228.0,4.0,20.0,10.0,"March 13, 2021",229361.3507721969,2016000.0
229.0,72.0,6.0,13.0,18-04-2023,161609.88586160628,2150400.0
230.0,24.0,16.0,11.0,"July 19, 2022",112742.80182618814,1276800.0
231.0,78.0,3.0,11.0,06-11-2021,99262.917917311,1209600.0
232.0,40.0,18.0,6.0,07/04/2023,131496.97640047863,806400.0
233.0,78.0,2.0,10.0,08/08/2024,158952.82082320438,1512000.0
235.0,1.0,10.0,12.0,"September 22, 2024",82859.53135103767,985600.0
236.0,30.0,3.0,10.0,2021/06/13,108277.85219292431,1008000.0
237.0,83.0,18.0,4.0,2023/11/30,133002.4178412807,537600.0
238.0,16.0,6.0,15.0,"January 10, 2022",164753.3485543196,2508800.0
239.0,96.0,1.0,15.0,2022/07/11,144531.3584221865,1960000.0
240.0,27.0,14.0,15.0,09/02/2021,140781.49677568392,1344000.0
242.0,81.0,18.0,16.0,22-05-2024,125126.48883107794,2284800.0
243.0,100.0,14.0,6.0,2024/10/16,131782.42301984556,1344000.0
244.0,89.0,7.0,10.0,11/24/2022,142908.6228321495,1965600.0
246.0,7.0,6.0,17.0,"December 15, 2020",170846.64089366305,3046400.0
247.0,90.0,18.0,9.0,02/03/2022,128265.16156318052,1344000.0
249.0,99.0,3.0,19.0,09/26/2021,90882.30335676816,1915200.0
250.0,37.0,17.0,17.0,2024/09/21,172537.17980104068,2856000.0
253.0,99.0,6.0,4.0,02/13/2022,130556.4424322993,537600.0
254.0,81.0,15.0,0.0,2021/07/31,104019.9086996883,1344000.0
256.0,19.0,13.0,11.0,"May 25, 2022",203057.9330345118,2352000.0
257.0,8.0,8.0,19.0,10-07-2023,140193.1514436229,3024000.0
259.0,96.0,1.0,5.0,09/21/2022,136238.14352097784,1344000.0
261.0,33.0,6.0,1.0,23-09-2024,170107.77621806247,358400.0
262.0,2.0,13.0,7.0,11/21/2021,177116.54763571575,1372000.0
263.0,44.0,18.0,5.0,2021/04/07,130556.4424322993,806400.0
264.0,5.0,1.0,6.0,01/18/2024,130556.4424322993,980000.0
265.0,34.0,10.0,20.0,10/18/2021,97942.94379444518,1792000.0
266.0,8.0,10.0,7.0,"November 09, 2021",93132.47117990826,716800.0
267.0,71.0,13.0,13.0,2023/08/15,130556.4424322993,2548000.0
268.0,68.0,15.0,12.0,2024/08/17,130556.4424322993,1209600.0
269.0,42.0,4.0,8.0,"August 23, 2024",114506.28933811332,862400.0
270.0,15.0,12.0,5.0,12-05-2022,78446.14927285902,504000.0
272.0,41.0,5.0,5.0,"August 06, 2024",80731.90448514248,336000.0
273.0,100.0,12.0,10.0,03/19/2024,78146.35486850394,504000.0
274.0,2.0,10.0,4.0,07/19/2021,90165.94270415312,1344000.0
276.0,65.0,6.0,13.0,10/26/2023,169303.06755912406,2150400.0
277.0,9.0,16.0,10.0,"November 17, 2022",95839.9488764978,744800.0
278.0,84.0,2.0,17.0,08/01/2023,171267.94910364217,1344000.0
279.0,91.0,6.0,8.0,24-01-2021,176337.40375394258,1612800.0
281.0,77.0,20.0,12.0,"August 29, 2024",232632.9779995728,2912000.0
285.0,88.0,19.0,10.0,12/12/2021,92585.61999859707,1808800.0
286.0,75.0,15.0,3.0,09-03-2022,107770.5471872011,403200.0
287.0,66.0,2.0,8.0,"January 27, 2023",130556.4424322993,1176000.0
288.0,16.0,14.0,13.0,"April 01, 2021",132894.08811938966,1803200.0
289.0,37.0,14.0,12.0,18-09-2022,133617.15867521832,1416800.0
290.0,96.0,14.0,10.0,03/07/2024,135237.89889349867,2318400.0
292.0,97.0,14.0,7.0,2023/07/20,120434.77960665588,1030400.0
294.0,80.0,6.0,15.0,2024/01/31,194779.1414133944,2867200.0
295.0,31.0,18.0,20.0,"October 04, 2022",129706.55586544747,2553600.0
296.0,68.0,13.0,16.0,11/17/2022,210348.9224928756,3332000.0
298.0,93.0,9.0,11.0,"January 06, 2022",101746.77831541462,1344000.0
299.0,10.0,12.0,4.0,09-02-2023,91571.68703737554,420000.0
301.0,23.0,8.0,10.0,03/12/2024,165996.90499448008,1512000.0
302.0,61.0,5.0,8.0,04/11/2024,89666.521921925,672000.0
303.0,64.0,5.0,9.0,10/01/2024,76620.76614712416,1344000.0
304.0,16.0,19.0,14.0,03/26/2021,102502.17986585828,1332800.0
306.0,85.0,9.0,5.0,01/12/2022,117535.79062521756,448000.0
308.0,82.0,13.0,11.0,03/05/2021,179863.34949834773,1960000.0
310.0,90.0,20.0,2.0,2023/12/15,241461.3727878062,224000.0
311.0,64.0,11.0,12.0,"March 27, 2021",155824.65633161136,1724800.0
312.0,57.0,5.0,10.0,2023/12/16,91881.94742774458,1176000.0
314.0,39.0,12.0,10.0,"September 11, 2021",91340.58670119684,672000.0
317.0,72.0,6.0,12.0,14-02-2024,130556.4424322993,2329600.0
319.0,50.0,6.0,11.0,19-08-2024,162221.24185825375,1971200.0
320.0,93.0,10.0,11.0,2022/10/04,96047.73116671357,896000.0
321.0,30.0,15.0,7.0,11/24/2022,109446.55815312696,705600.0
324.0,81.0,10.0,15.0,"September 29, 2022",85279.421552755,1344000.0
325.0,53.0,4.0,13.0,"October 14, 2022",118460.2392765292,1478400.0
326.0,96.0,20.0,11.0,"August 11, 2022",223283.50946794476,2240000.0
328.0,34.0,19.0,10.0,2024/07/18,97158.74183374071,380800.0
329.0,41.0,9.0,15.0,05/09/2024,112494.69555526548,1344000.0
330.0,23.0,2.0,18.0,2021/02/17,154294.7653713449,2856000.0
332.0,92.0,19.0,8.0,25-11-2023,104687.92838168627,761600.0
333.0,72.0,19.0,7.0,"July 01, 2022",87217.05664427331,571200.0
334.0,60.0,10.0,1.0,02-03-2021,85528.45471930961,179200.0
336.0,2.0,5.0,15.0,2021/12/15,85929.9712656287,1344000.0
337.0,5.0,6.0,4.0,"September 07, 2023",170896.3042602598,537600.0
338.0,90.0,9.0,5.0,2023/09/17,116048.83055326113,672000.0
339.0,27.0,8.0,11.0,24-01-2022,141477.49287386678,1344000.0
340.0,97.0,7.0,14.0,06-03-2023,148783.99442437568,2116800.0
342.0,47.0,1.0,2.0,"November 16, 2022",132492.39094385027,420000.0
344.0,75.0,16.0,2.0,"May 20, 2024",130556.4424322993,212800.0
345.0,89.0,14.0,16.0,17-09-2024,132648.11516137398,1932000.0
347.0,23.0,18.0,15.0,19-09-2021,140079.92468433527,1881600.0
348.0,67.0,8.0,19.0,21-09-2024,162487.74773018318,3024000.0
350.0,74.0,8.0,3.0,05/31/2021,146716.47295858333,302400.0
351.0,27.0,1.0,12.0,2023/04/03,143468.37807698335,1344000.0
352.0,49.0,15.0,2.0,17-06-2022,101023.32427232272,100800.0
353.0,94.0,2.0,14.0,"March 24, 2023",169074.80203791204,2352000.0
354.0,45.0,3.0,19.0,05-10-2023,96333.81672103098,1814400.0
355.0,96.0,6.0,14.0,24-01-2021,189201.5194036555,2508800.0
357.0,81.0,8.0,18.0,19-08-2021,141451.79361026335,2872800.0
358.0,80.0,18.0,10.0,"June 25, 2024",129055.87216265016,1344000.0
361.0,93.0,3.0,20.0,2022/11/16,91156.79418428092,2016000.0
362.0,70.0,15.0,13.0,2021/09/02,107991.27867864278,1310400.0
364.0,12.0,4.0,10.0,10-11-2022,117303.56955230204,2464000.0
365.0,9.0,7.0,12.0,2022/07/21,144951.1778679665,1814400.0
366.0,17.0,16.0,16.0,"March 24, 2024",111822.08234972256,1702400.0
367.0,21.0,8.0,9.0,05/04/2023,136598.1696476663,1512000.0
369.0,23.0,6.0,8.0,01/28/2022,180208.39335179311,1254400.0
370.0,75.0,16.0,14.0,2023/04/08,114419.86789256416,1489600.0
371.0,60.0,10.0,12.0,09-06-2021,91322.25054159606,985600.0
374.0,47.0,18.0,4.0,"October 27, 2021",140797.39872194422,403200.0
375.0,48.0,1.0,12.0,"June 08, 2023",150144.94446411054,1680000.0
376.0,40.0,12.0,11.0,"February 02, 2023",89130.10480360886,1344000.0
377.0,24.0,17.0,19.0,2021/06/30,183313.3445900712,1344000.0
378.0,60.0,6.0,7.0,2023/03/03,190095.19204704836,1433600.0
379.0,79.0,20.0,13.0,04/03/2023,228690.9448279106,2912000.0
380.0,86.0,14.0,19.0,"September 25, 2022",130927.97901286263,2576000.0
381.0,45.0,6.0,14.0,2022/04/16,193178.04310584525,2688000.0
383.0,56.0,16.0,5.0,"July 27, 2023",100820.4964032487,532000.0
384.0,61.0,16.0,10.0,"April 22, 2022",100840.60221942655,957600.0
385.0,40.0,1.0,10.0,"February 15, 2024",135710.4642646774,1120000.0
386.0,74.0,7.0,18.0,12/11/2021,130556.4424322993,2872800.0
387.0,83.0,14.0,10.0,2024/01/17,117567.95800846124,1932000.0
389.0,67.0,16.0,12.0,"November 20, 2021",114938.14872011074,1170400.0
390.0,31.0,18.0,0.0,04/17/2024,145861.46161517248,134400.0
391.0,55.0,4.0,8.0,2021/01/07,112858.8954691749,1108800.0
392.0,23.0,6.0,13.0,"January 19, 2021",193116.8363277508,2508800.0
394.0,96.0,5.0,8.0,01/27/2021,75705.21119251338,588000.0
395.0,81.0,11.0,13.0,2021/10/18,162373.47717047154,1344000.0
396.0,73.0,14.0,7.0,10/19/2021,130692.865480406,1030400.0
397.0,3.0,18.0,20.0,02/11/2024,146532.5079912479,2553600.0
398.0,67.0,19.0,3.0,11-08-2024,85879.18407993008,190400.0
400.0,91.0,20.0,10.0,2022/12/23,209887.1151224833,4032000.0
401.0,25.0,11.0,10.0,01-02-2022,150549.1287399247,1724800.0
402.0,40.0,15.0,17.0,2021/01/25,106473.55755783824,1814400.0
403.0,31.0,2.0,10.0,2021/02/27,183010.26893088568,840000.0
404.0,3.0,8.0,6.0,2023/10/03,155935.45860035098,1058400.0
406.0,30.0,15.0,11.0,"August 16, 2022",130556.4424322993,1209600.0
408.0,77.0,8.0,7.0,06/26/2022,145678.08527702495,1209600.0
411.0,83.0,14.0,20.0,06/27/2022,141512.84354194053,2447200.0
413.0,66.0,6.0,14.0,2022/11/08,195890.9989710297,2688000.0
418.0,53.0,20.0,18.0,2023/05/08,224935.86187452555,4032000.0
420.0,78.0,5.0,10.0,"November 24, 2023",84553.47096102119,84000.0
422.0,20.0,10.0,2.0,"March 15, 2022",82112.75814421488,268800.0
424.0,84.0,2.0,4.0,"October 15, 2022",160801.69189779204,840000.0
425.0,61.0,10.0,9.0,2023/12/08,83380.98746974408,716800.0
426.0,25.0,1.0,10.0,15-06-2024,130169.22050254884,560000.0
427.0,50.0,13.0,4.0,09/18/2024,201636.07502094435,588000.0
428.0,67.0,14.0,6.0,28-06-2021,137828.0382743629,772800.0
430.0,83.0,7.0,4.0,06-05-2022,155287.79472313894,453600.0
431.0,35.0,10.0,10.0,06/13/2023,130556.4424322993,1254400.0
432.0,65.0,7.0,7.0,03/16/2023,158094.61763168348,1058400.0
433.0,82.0,10.0,2.0,04-07-2022,85186.25755802091,179200.0
434.0,48.0,6.0,8.0,"February 23, 2021",130556.4424322993,1612800.0
436.0,38.0,12.0,5.0,2024/05/06,78457.87537510919,420000.0
438.0,25.0,14.0,8.0,2022/07/10,132068.61061579327,901600.0
439.0,85.0,11.0,19.0,22-04-2022,165903.84206341277,3136000.0
440.0,42.0,9.0,10.0,03-03-2022,101884.57645605016,1568000.0
442.0,41.0,12.0,17.0,2022/05/18,82487.52211276823,1344000.0
446.0,19.0,15.0,19.0,2021/04/26,102232.37556566,1915200.0
447.0,10.0,12.0,15.0,"November 02, 2022",90041.74886662989,1344000.0
448.0,85.0,12.0,12.0,"March 24, 2024",90882.99761780868,924000.0
450.0,25.0,7.0,13.0,07/27/2023,139914.75750516166,1965600.0
451.0,61.0,4.0,6.0,"July 19, 2023",120120.41893833502,616000.0
452.0,81.0,9.0,4.0,11/09/2022,115869.64852687622,560000.0
453.0,35.0,8.0,3.0,"December 04, 2023",164140.00796766448,453600.0
454.0,20.0,7.0,17.0,06-12-2022,155678.46448570368,2721600.0
457.0,5.0,8.0,7.0,27-07-2023,163011.13839519047,907200.0
458.0,44.0,11.0,15.0,2021/10/31,167102.85938210614,2195200.0
459.0,97.0,18.0,15.0,"March 15, 2023",125257.22228112156,2150400.0
460.0,17.0,15.0,8.0,"January 18, 2023",93953.63982337652,1344000.0
462.0,70.0,12.0,16.0,2023/08/31,83296.33882471976,1344000.0
463.0,84.0,4.0,10.0,04/17/2022,130556.4424322993,1848000.0
464.0,3.0,5.0,10.0,15-06-2022,130556.4424322993,84000.0
465.0,62.0,7.0,3.0,09/16/2022,163419.6311683842,604800.0
466.0,9.0,7.0,12.0,19-12-2022,165951.88215261785,1965600.0
468.0,57.0,12.0,3.0,2020/11/21,87951.63783153906,168000.0
470.0,31.0,5.0,18.0,04/17/2024,85837.87168983583,1344000.0
471.0,33.0,4.0,20.0,28-01-2022,116123.3901277338,2464000.0
474.0,65.0,4.0,10.0,2024/10/20,116961.35512970586,492800.0
475.0,29.0,7.0,7.0,2021/06/24,144184.91765968793,1209600.0
476.0,81.0,3.0,18.0,"December 18, 2021",92558.3553058298,1814400.0
477.0,25.0,15.0,19.0,2022/07/09,110264.68749793828,1814400.0
478.0,71.0,12.0,7.0,14-01-2024,77981.98477311952,588000.0
479.0,7.0,7.0,12.0,"July 03, 2023",130556.4424322993,1814400.0
481.0,40.0,13.0,9.0,30-05-2021,130556.4424322993,1960000.0
483.0,35.0,10.0,3.0,24-12-2023,97416.95123813517,358400.0
484.0,91.0,18.0,9.0,"September 03, 2022",124499.03674511088,1344000.0
485.0,9.0,9.0,9.0,09/29/2021,121987.68757586143,1120000.0
486.0,83.0,3.0,2.0,"December 02, 2021",102059.5969114174,1344000.0
487.0,26.0,11.0,10.0,09/25/2021,130556.4424322993,1411200.0
488.0,79.0,12.0,15.0,2022/11/15,87081.20916483448,1260000.0
490.0,24.0,3.0,10.0,2022/10/02,106247.06824300771,302400.0
493.0,89.0,9.0,7.0,"December 13, 2023",115005.10014692052,784000.0
494.0,57.0,10.0,10.0,05-09-2022,83105.38388607449,896000.0
497.0,64.0,9.0,10.0,19-10-2022,130556.4424322993,1344000.0
499.0,31.0,11.0,10.0,2023/04/03,161628.54301794554,940800.0
501.0,48.0,12.0,3.0,02/19/2024,92372.4461432679,336000.0
502.0,18.0,2.0,2.0,23-06-2022,178138.74135982775,504000.0
503.0,59.0,5.0,6.0,07/20/2021,90295.91143315984,420000.0
505.0,21.0,19.0,6.0,20-05-2023,97872.9557520442,666400.0
508.0,76.0,13.0,5.0,2023/03/16,190133.478844532,1176000.0
510.0,61.0,2.0,20.0,2023/09/16,130556.4424322993,3192000.0
511.0,72.0,3.0,6.0,"September 09, 2024",108919.82844742108,705600.0
512.0,91.0,8.0,11.0,2021/08/14,146295.25248839176,1663200.0
513.0,31.0,9.0,12.0,2021/06/15,117519.21071250278,1232000.0
514.0,99.0,14.0,18.0,29-04-2022,136308.65927509978,2189600.0
515.0,39.0,17.0,16.0,07-09-2021,130556.4424322993,1344000.0
516.0,97.0,18.0,6.0,03/12/2024,126969.72319916936,806400.0
517.0,4.0,12.0,11.0,08/11/2022,130556.4424322993,924000.0
