Transaction_ID,Company_ID,Product_ID,Quantity,Transaction_Date,Product_Price_trans,Total_Cost,Product_Name,Product_Price_prod,Company_Name,Company_Profit,Address,Year,Month,Day,DayOfWeek,DayOfYear,Quarter,WeekOfYear,IsWeekend,IsMonthStart,IsMonthEnd,IsQuarterStart,IsQuarterEnd,DaysSinceStart,Customer_TotalTransactions,Customer_TotalSpending,Customer_AvgSpending,Customer_StdSpending,Customer_MinSpending,Customer_MaxSpending,Customer_TotalQuantity,Customer_AvgQuantity,Customer_StdQuantity,Customer_MinQuantity,Customer_MaxQuantity,Customer_UniqueProducts,Customer_FirstPurchaseDay,Customer_LastPurchaseDay,Customer_AvgDaysBetweenPurchases,Customer_DaysSinceLastPurchase,Product_TotalSales,Product_TotalRevenue,Product_AvgRevenue,Product_StdRevenue,Product_TotalQuantitySold,Product_AvgQuantity,Product_StdQuantity,Product_UniqueCustomers,Product_PopularityRank,Product_MarketShare,PricePerUnit,DiscountAmount,DiscountPercentage,SpendingVsProfitRatio,RelativePurchaseSize,RelativeQuantity,CustomerProductAffinity,CustomerLoyaltyScore,CustomerProduct_Count,ProductPenetrationRate,IsHighValueTransaction,IsBulkPurchase,Season_Encoded
17,27,12,16.0,2022-09-27,85093.64,1428000.0,BudgetMaster Pro,84000,Elite Corp 27,45064.0,"SLEX, Brgy. 606, Pasig, Philippines",2022,9,27,1,270,3,39,0,0,0,0,0,990,70,107576000.0,1536800.0,969789.3917484487,95200.0,3920000.0,767.0,10.957142857142857,5.159585744200771,1.0,20.0,18,245,1751,21.514285714285716,44,309,287700000.0,931067.9611650485,469496.5097197331,3270.0,10.58252427184466,5.387318451778213,85,12.0,5.3111034719834995,89250.0,-1093.6399999999994,0.0,2387.1826735309783,0.9292035398230089,1.4602346805736637,1.5337226277372262,1.5555555555555556,7,10.0,0,1,1
19,76,3,19.0,2022-08-04,106544.98,1814400.0,TrendWise Forecaster,100800,Tech Ventures 76,74653.0,"Commonwealth Ave, Barangay 202, Cebu City, Philippines",2022,8,4,3,216,3,31,0,0,0,0,0,936,72,117779200.0,1635822.2222222222,1094684.0766487068,84000.0,4480000.0,837.0,11.625,5.894465057141246,1.0,21.0,18,372,1739,18.98611111111111,56,334,360931200.0,1080632.3353293412,546497.9345476067,3392.0,10.155688622754491,5.436475682157788,84,4.0,5.740804400137504,95494.73684210527,-5744.979999999996,0.0,1577.6887733915582,1.109166983643971,1.6344086021505377,1.6790169428411843,1.263157894736842,5,6.944444444444445,0,1,1
21,88,13,10.0,2024-09-08,210759.8,392000.0,ForecastXcelerator ,196000,Elite Consulting 88,75950.0,"EDSA, Barangay 456, Taguig, Philippines",2024,9,8,6,252,3,36,1,0,0,0,0,1702,63,93464000.0,1483555.5555555555,946294.3335637,112000.0,3724000.0,713.0,11.317460317460318,5.384641830199008,2.0,21.0,18,293,1752,23.158730158730158,43,319,647864000.0,2030921.630094044,1078445.7676272173,3452.0,10.821316614420063,5.523197234848448,89,8.0,5.482983843245101,39200.0,-14759.799999999988,0.0,1230.5990783410139,0.26423007789095265,0.8835904628330995,0.19301581813467023,1.4318181818181819,5,7.936507936507936,0,0,1
23,46,17,10.0,2023-04-20,160605.71,1176000.0,RealTime Revenue,168000,Dynamic Ventures 46,93219.0,"SLEX, Barangay 789, Pasig, Philippines",2023,4,20,3,110,2,16,0,0,0,0,0,1195,66,99416800.0,1506315.1515151516,876543.871953485,268800.0,3724000.0,689.0,10.43939393939394,5.770292054677162,1.0,21.0,17,274,1750,22.363636363636363,45,323,580272000.0,1796507.7399380805,907254.8943174066,3546.0,10.978328173374614,5.375019369375362,87,6.0,5.551735991749742,117600.0,7394.290000000008,4.4013630952381,1066.486445896223,0.78071311890948,0.9579100145137881,0.6546033584250145,1.434782608695652,5,7.575757575757576,0,0,0
24,70,1,19.0,2021-05-03,145162.1,2660000.0,FinPredictor Suite,140000,Prime Network 70,62252.0,"Alabang-Zapote Rd, Barangay 456, Baguio, Philippines",2021,5,3,0,123,2,18,0,0,0,0,0,478,65,95575200.0,1470387.6923076923,827500.0603299999,224000.0,3808000.0,655.0,10.076923076923077,4.941241279740889,2.0,21.0,18,327,1731,21.6,64,317,450828000.0,1422170.3470031547,707621.7496023721,3182.0,10.037854889589905,5.1187004325430925,87,9.0,5.448607768992781,140000.0,-5162.100000000006,0.0,1535.2952515581828,1.8090466983066738,1.885496183206107,1.8703807216943045,1.0,3,4.615384615384616,1,1,0
25,79,19,3.0,2023-03-24,102391.23,190400.0,EcoNomix Modeler,95200,Sky Ventures 79,83106.0,"Alabang-Zapote Rd, Barangay 505, Parañaque, Philippines",2023,3,24,4,83,1,12,0,0,0,0,0,1168,70,94012800.0,1343040.0,814702.0151253312,134400.0,3404800.0,700.0,10.0,5.413349039743046,1.0,20.0,18,310,1731,20.3,64,324,329789600.0,1017869.1358024691,537376.6164422691,3386.0,10.450617283950617,5.520075905988403,89,5.0,5.5689240288759025,63466.666666666664,-7191.229999999996,0.0,1131.2396216879647,0.14176792947343342,0.3,0.1870574451104583,1.0769230769230769,7,10.0,0,0,0
28,3,19,10.0,2023-06-28,103377.93,952000.0,EcoNomix Modeler,95200,Quantum Associates 3,110664.0,"Roxas Blvd, Barangay 505, Pasig, Philippines",2023,6,28,2,179,2,26,0,0,0,0,0,1264,63,90479200.0,1436177.7777777778,910081.1896508314,84000.0,3724000.0,681.0,10.80952380952381,5.180164223505706,1.0,20.0,17,308,1789,23.50793650793651,6,324,329789600.0,1017869.1358024691,537376.6164422691,3386.0,10.450617283950617,5.520075905988403,89,5.0,5.5689240288759025,95200.0,-8177.929999999993,0.0,817.6028338032241,0.6628705824101009,0.9251101321585903,0.9352872255522916,9.0,5,7.936507936507936,0,0,1
29,24,11,5.0,2022-10-24,142284.83,1344000.0,OptiFlow Automation,156800,Tech  Solutions  24,89757.0,"Alabang-Zapote Rd, Barangay 456, Mandaluyong, Philippines",2022,10,24,0,297,4,43,0,0,0,0,0,1017,60,93620800.0,1560346.6666666667,956790.0840330416,140000.0,4480000.0,702.0,11.7,5.79099242102241,1.0,21.0,18,153,1763,26.833333333333332,32,345,588313600.0,1705256.8115942029,853435.341358289,3850.0,11.159420289855072,5.3619655054433,88,2.0,5.929872808525266,268800.0,14515.170000000013,9.257123724489805,1043.047338926212,0.8613470510826653,0.4273504273504274,0.7881510813280537,1.8181818181818181,10,16.666666666666664,0,0,1
30,100,9,10.0,2023-04-20,107914.38,1232000.0,Product 9,112000,Global Solutions 100,74653.0,"Ayala avenue, barangay 456, taguig, philippines",2023,4,20,3,110,2,16,0,0,0,0,0,1195,64,92332800.0,1442700.0,885489.7452194967,84000.0,4480000.0,708.0,11.0625,5.135852813991472,1.0,21.0,18,297,1740,22.546875,55,334,409024000.0,1224622.754491018,575379.7087232117,3557.0,10.649700598802395,5.2619134013039845,86,4.0,5.740804400137504,123200.0,4085.6199999999953,3.6478749999999955,1236.8263834005331,0.853954391072295,0.903954802259887,1.0060240963855422,1.1428571428571428,3,4.6875,0,0,0
32,23,7,10.0,2022-10-10,158091.29,151200.0,DataBridge Integration Tool,151200,Prime Corp 23,74653.0,"Slex, barangay 505, manila, philippines",2022,10,10,0,283,4,41,0,0,0,0,0,1003,67,102172000.0,1524955.223880597,901711.3021972035,151200.0,3920000.0,725.0,10.82089552238806,5.396197800399857,2.0,21.0,18,363,1743,20.597014925373134,52,311,483991200.0,1556241.800643087,831648.5605004999,3256.0,10.469453376205788,5.367602879124025,86,11.0,5.34547954623582,15120.0,-6891.290000000008,0.0,1368.625507347327,0.0991504521786791,0.9241379310344827,0.09715713839425179,1.2641509433962264,3,4.477611940298507,0,0,1
35,49,19,6.0,2022-05-23,130556.44,476000.0,EcoNomix Modeler,95200,Tech Holdings 49,115517.0,"Edsa, barangay 303, quezon city, philippines",2022,5,23,0,143,2,21,0,0,0,0,0,863,87,128704800.0,1479365.5172413792,937188.8862788306,100800.0,3920000.0,920.0,10.574712643678161,5.290694296346787,1.0,21.0,18,371,1748,15.827586206896552,47,324,329789600.0,1017869.1358024691,537376.6164422691,3386.0,10.450617283950617,5.520075905988403,89,5.0,5.5689240288759025,79333.33333333333,-35356.44,0.0,1114.1632833262636,0.3217595614149589,0.567391304347826,0.4676436127761458,1.8125,6,6.896551724137931,0,0,0
36,71,20,3.0,2022-05-19,130556.44,896000.0,FinSphere Intelligence Suite,224000,Prime Associates 71,103332.0,"EDSA, Brgy. 303, Parañaque, Philippines",2022,5,19,3,139,2,20,0,0,0,0,0,859,61,89555200.0,1468118.0327868853,850196.800258269,84000.0,3584000.0,685.0,11.229508196721312,5.8776226560941875,1.0,21.0,17,92,1749,27.16393442622951,46,335,794080000.0,2370388.0597014925,1284999.9761786608,3676.0,10.973134328358208,5.491626235410308,88,3.0,5.757992437263665,298666.6666666667,93443.56,41.715875,866.6744087020478,0.6103051525762881,0.2671532846715328,0.37799717912552894,1.297872340425532,2,3.278688524590164,0,0,0
38,67,2,13.0,2024-08-05,184039.02,2016000.0,MarketMinder Analytics,168000,Quantum Associates 67,74653.0,"Shaw Blvd, Barangay 202, Manila, Philippines",2024,8,5,0,218,3,32,0,0,0,0,0,1668,83,113937600.0,1372742.1686746988,863164.9694117745,179200.0,4256000.0,830.0,10.0,5.4235259883530995,1.0,20.0,18,294,1763,17.698795180722893,32,323,574560000.0,1778823.5294117648,904719.0857061215,3460.0,10.712074303405572,5.31148495168511,85,6.0,5.551735991749742,155076.92307692306,-16039.01999999999,0.0,1526.2293544800611,1.4685933352993217,1.3,1.1333333333333333,2.515151515151515,4,4.819277108433735,1,0,1
39,20,1,12.0,2024-05-22,148830.09,1820000.0,FinPredictor Suite,140000,Pioneer Consulting 20,112720.0,"Ortigas ave, barangay 789, parañaque, philippines",2024,5,22,2,143,2,21,0,0,0,0,0,1593,73,103583200.0,1418947.9452054794,868400.653837845,84000.0,3920000.0,739.0,10.123287671232877,5.397903928273796,1.0,21.0,18,387,1747,18.63013698630137,48,317,450828000.0,1422170.3470031547,707621.7496023721,3182.0,10.037854889589905,5.1187004325430925,87,9.0,5.448607768992781,151666.66666666666,-8830.089999999997,0.0,918.9425124201562,1.2826404281775423,1.1853856562922869,1.2797341780013662,1.489795918367347,1,1.36986301369863,0,0,0
40,50,11,19.0,2023-08-23,160414.89,3136000.0,OptiFlow Automation,156800,Sky Associates 50,32118.0,"Alabang-Zapote Rd, Brgy. 303, Baguio, Philippines",2023,8,23,2,235,3,34,0,0,0,0,0,1320,59,99114400.0,1679905.0847457626,975634.1324958558,168000.0,4256000.0,669.0,11.338983050847459,5.355017529484575,1.0,21.0,17,304,1744,24.406779661016948,51,345,588313600.0,1705256.8115942029,853435.341358289,3850.0,11.159420289855072,5.3619655054433,88,2.0,5.929872808525266,165052.63157894736,-3614.890000000014,0.0,3085.9455756896446,1.8667721340188712,1.6756352765321374,1.8390191897654584,1.1346153846153846,4,6.779661016949152,1,1,1
41,60,11,15.0,2023-09-18,151951.2,2352000.0,OptiFlow Automation,156800,Global Ventures 60,113443.0,"Katipunan ave, barangay 101, parañaque, philippines",2023,9,18,0,261,3,38,0,0,0,0,0,1346,61,79172800.0,1297914.7540983607,701954.5782636902,151200.0,3724000.0,625.0,10.245901639344263,5.058510115653019,1.0,21.0,18,347,1724,22.57377049180328,71,345,588313600.0,1705256.8115942029,853435.341358289,3850.0,11.159420289855072,5.3619655054433,88,2.0,5.929872808525266,156800.0,4848.799999999988,3.0923469387755027,697.908200594131,1.8121375017682841,1.464,1.379264392324094,0.8472222222222222,2,3.278688524590164,1,1,1
43,91,6,13.0,2022-10-31,187921.97,2150400.0,RevenueVue Dashboard,179200,Tech Industries 91,117123.0,"Katipunan Ave, Barangay 123, Mandaluyong, Philippines",2022,10,31,0,304,4,44,0,0,1,0,0,1024,76,110292000.0,1451210.5263157894,869337.7684312655,84000.0,4032000.0,850.0,11.18421052631579,5.199257706803384,1.0,21.0,18,311,1719,18.526315789473685,76,368,687321600.0,1867721.7391304348,950543.3625010421,3910.0,10.625,5.2755799557214385,88,1.0,6.325197662426952,165415.38461538462,-8721.970000000001,0.0,941.6766988550498,1.4817974105102818,1.1623529411764706,1.1513492373875636,0.987012987012987,6,7.894736842105263,1,0,1
44,87,13,11.0,2021-08-05,130556.44,1960000.0,ForecastXcelerator ,196000,Tech  Ventures  87,37141.0,"Alabang-Zapote Rd, Barangay 505, Quezon City, Philippines",2021,8,5,3,217,3,31,0,0,0,0,0,572,70,101796800.0,1454240.0,842090.5232760337,156800.0,3584000.0,782.0,11.17142857142857,4.943071358107806,2.0,21.0,17,92,1747,23.642857142857142,48,319,647864000.0,2030921.630094044,1078445.7676272173,3452.0,10.821316614420063,5.523197234848448,89,8.0,5.482983843245101,178181.81818181818,65443.56,33.38957142857143,2740.8201179289736,1.347783034437232,0.9846547314578006,0.9650790906733512,1.4285714285714286,6,8.571428571428571,1,0,1
46,78,6,3.0,2024-05-09,177269.01,1344000.0,RevenueVue Dashboard,179200,Innovative Partners 78,71232.0,"Roxas Blvd, Barangay 123, Pasig, Philippines",2024,5,9,3,130,2,19,0,0,0,0,0,1580,80,119828800.0,1497860.0,875885.3473319928,84000.0,4256000.0,854.0,10.675,5.376401789536533,1.0,21.0,18,305,1715,17.625,80,368,687321600.0,1867721.7391304348,950543.3625010421,3910.0,10.625,5.2755799557214385,88,1.0,6.325197662426952,448000.0,1930.9899999999907,1.0775613839285663,1682.2327044025158,0.8972801196373493,0.2810304449648712,0.7195932733672272,0.9876543209876543,6,7.5,0,0,0
47,50,18,11.0,2024-03-14,141498.9,1478400.0,DashSync Analytics Hub,134400,Sky Associates 50,32118.0,"Alabang-Zapote Rd, Brgy. 303, Baguio, Philippines",2024,3,14,3,74,1,11,0,0,0,0,0,1524,59,99114400.0,1679905.0847457626,975634.1324958558,168000.0,4256000.0,669.0,11.338983050847459,5.355017529484575,1.0,21.0,17,304,1744,24.406779661016948,51,313,462336000.0,1477111.821086262,719955.3553783867,3497.0,11.172523961661343,5.445735718840574,86,10.0,5.37985562048814,134400.0,-7098.899999999994,0.0,3085.9455756896446,0.8800497203231822,0.9701046337817637,1.000872093023256,1.1346153846153846,2,3.389830508474576,0,0,0
48,92,19,9.0,2023-04-25,104674.1,761600.0,EcoNomix Modeler,95200,Innovative  Corp  92,62959.0,"Taft ave, barangay 202, baguio, philippines",2023,4,25,1,115,2,17,0,0,0,0,0,1200,71,98632800.0,1389194.366197183,785639.6134701463,168000.0,3920000.0,756.0,10.647887323943662,5.337464865188599,2.0,21.0,17,31,1716,23.732394366197184,79,324,329789600.0,1017869.1358024691,537376.6164422691,3386.0,10.450617283950617,5.520075905988403,89,5.0,5.5689240288759025,84622.22222222222,-9474.100000000006,0.0,1566.619546053781,0.5482314199738829,0.8452380952380952,0.7482297804418332,0.8875,3,4.225352112676056,0,0,0
49,60,9,6.0,2021-03-29,113616.11,1344000.0,Product 9,112000,Global Ventures 60,113443.0,"Katipunan ave, barangay 101, parañaque, philippines",2021,3,29,0,88,1,13,0,0,0,0,0,443,61,79172800.0,1297914.7540983607,701954.5782636902,151200.0,3724000.0,625.0,10.245901639344263,5.058510115653019,1.0,21.0,18,347,1724,22.57377049180328,71,334,409024000.0,1224622.754491018,575379.7087232117,3557.0,10.649700598802395,5.2619134013039845,86,4.0,5.740804400137504,224000.0,-1616.1100000000006,0.0,697.908200594131,1.035507143867591,0.5856,1.0974808324205916,0.8472222222222222,5,8.19672131147541,0,0,0
51,27,2,19.0,2024-08-04,169702.41,3024000.0,MarketMinder Analytics,168000,Elite Corp 27,45064.0,"SLEX, Brgy. 606, Pasig, Philippines",2024,8,4,6,217,3,31,1,0,0,0,0,1667,70,107576000.0,1536800.0,969789.3917484487,95200.0,3920000.0,767.0,10.957142857142857,5.159585744200771,1.0,20.0,18,245,1751,21.514285714285716,44,323,574560000.0,1778823.5294117648,904719.0857061215,3460.0,10.712074303405572,5.31148495168511,85,6.0,5.551735991749742,159157.8947368421,-1702.4100000000035,0.0,2387.1826735309783,1.967725143154607,1.7340286831812255,1.7,1.5555555555555556,6,8.571428571428571,1,1,1
52,39,10,7.0,2020-12-21,95132.48,537600.0,SegmentX Targeting,89600,Prime  Consulting  39,107255.0,"Ortigas Ave, Barangay 606, Davao City, Philippines",2020,12,21,0,356,4,52,0,0,0,0,0,345,71,93161600.0,1312135.2112676057,870095.8395649123,168000.0,4480000.0,749.0,10.549295774647888,5.605580720252596,1.0,21.0,18,302,1795,21.028169014084508,0,323,315481600.0,976723.2198142415,496638.45109408145,3351.0,10.374613003095975,5.54979486684454,87,6.0,5.551735991749742,76800.0,-5532.479999999996,0.0,868.5991329075567,0.4097138735272902,0.6635514018691588,0.5504118148253337,71.0,8,11.267605633802818,0,0,0
54,19,10,10.0,2023-08-24,130556.44,896000.0,SegmentX Targeting,89600,Innovative Consulting 19,45583.0,"Ayala Avenue, Brgy. 101, Baguio, Philippines",2023,8,24,3,236,3,34,0,0,0,0,0,1321,62,87063200.0,1404245.1612903227,921982.1223823142,95200.0,3920000.0,624.0,10.064516129032258,5.894901847767913,1.0,21.0,18,297,1790,24.080645161290324,5,323,315481600.0,976723.2198142415,496638.45109408145,3351.0,10.374613003095975,5.54979486684454,87,6.0,5.551735991749742,89600.0,-40956.44,0.0,1909.992760458943,0.6380652215861581,0.9935897435897436,0.9173530247088895,10.333333333333334,5,8.064516129032258,0,0,1
55,100,19,19.0,2021-03-18,87600.32,1713600.0,EcoNomix Modeler,95200,Global Solutions 100,74653.0,"Ayala avenue, barangay 456, taguig, philippines",2021,3,18,3,77,1,11,0,0,0,0,0,432,64,92332800.0,1442700.0,885489.7452194967,84000.0,4480000.0,708.0,11.0625,5.135852813991472,1.0,21.0,18,297,1740,22.546875,55,324,329789600.0,1017869.1358024691,537376.6164422691,3386.0,10.450617283950617,5.520075905988403,89,5.0,5.5689240288759025,90189.47368421052,7599.679999999993,7.982857142857136,1236.8263834005331,1.1877729257641922,1.7175141242937852,1.683517005994125,1.1428571428571428,5,7.8125,0,1,0
57,76,1,3.0,2022-06-11,141752.79,1344000.0,FinPredictor Suite,140000,Tech Ventures 76,74653.0,"Commonwealth Ave, Barangay 202, Cebu City, Philippines",2022,6,11,5,162,2,23,1,0,0,0,0,882,72,117779200.0,1635822.2222222222,1094684.0766487068,84000.0,4480000.0,837.0,11.625,5.894465057141246,1.0,21.0,18,372,1739,18.98611111111111,56,317,450828000.0,1422170.3470031547,707621.7496023721,3182.0,10.037854889589905,5.1187004325430925,87,9.0,5.448607768992781,448000.0,-1752.7900000000081,0.0,1577.6887733915582,0.8216051730696082,0.25806451612903225,0.9450344699087012,1.263157894736842,5,6.944444444444445,0,0,1
59,54,1,10.0,2021-07-19,140359.08,1344000.0,FinPredictor Suite,140000,Innovative Network 54,111271.0,"Ortigas Ave, Barangay 202, Quezon City, Philippines",2021,7,19,0,200,3,29,0,0,0,0,0,555,49,68801600.0,1404114.2857142857,887794.135296391,123200.0,3192000.0,498.0,10.16326530612245,6.0702379785018525,1.0,21.0,15,292,1695,28.632653061224488,100,317,450828000.0,1422170.3470031547,707621.7496023721,3182.0,10.037854889589905,5.1187004325430925,87,9.0,5.448607768992781,134400.0,-359.0799999999872,0.0,618.3246308561979,0.9571870421618102,0.9839357429718876,0.9450344699087012,0.48514851485148514,5,10.204081632653061,0,0,1
61,71,7,15.0,2021-11-10,161848.41,2116800.0,DataBridge Integration Tool,151200,Prime Associates 71,103332.0,"EDSA, Brgy. 303, Parañaque, Philippines",2021,11,10,2,314,4,45,0,0,0,0,0,669,61,89555200.0,1468118.0327868853,850196.800258269,84000.0,3584000.0,685.0,11.229508196721312,5.8776226560941875,1.0,21.0,17,92,1749,27.16393442622951,46,311,483991200.0,1556241.800643087,831648.5605004999,3256.0,10.469453376205788,5.367602879124025,86,11.0,5.34547954623582,141120.0,-10648.410000000003,0.0,866.6744087020478,1.4418459229614806,1.335766423357664,1.360199937519525,1.297872340425532,3,4.918032786885246,1,1,1
